0ª iterada:      0.1600000000
1ª iterada:      0.3200000000
2ª iterada:      0.6400000000
3ª iterada:      0.2800000000
4ª iterada:      0.5600000000
5ª iterada:      0.1200000000
6ª iterada:      0.2400000000
7ª iterada:      0.4800000000
8ª iterada:      0.9600000000
9ª iterada:      0.9200000000
10ª iterada:      0.8400000000
11ª iterada:      0.6800000000
12ª iterada:      0.3600000000
13ª iterada:      0.7200000000
14ª iterada:      0.4400000000
15ª iterada:      0.8800000000
16ª iterada:      0.7600000000
17ª iterada:      0.5200000000
18ª iterada:      0.0400000000
19ª iterada:      0.0800000001
20ª iterada:      0.1600000001
21ª iterada:      0.3200000003
22ª iterada:      0.6400000006
23ª iterada:      0.2800000012
24ª iterada:      0.5600000024
25ª iterada:      0.1200000048
26ª iterada:      0.2400000095
27ª iterada:      0.4800000191
28ª iterada:      0.9600000381
29ª iterada:      0.9200000763
30ª iterada:      0.8400001526
31ª iterada:      0.6800003052
32ª iterada:      0.3600006104
33ª iterada:      0.7200012207
34ª iterada:      0.4400024414
35ª iterada:      0.8800048828
36ª iterada:      0.7600097656
37ª iterada:      0.5200195312
38ª iterada:      0.0400390625
39ª iterada:      0.0800781250
40ª iterada:      0.1601562500
41ª iterada:      0.3203125000
42ª iterada:      0.6406250000
43ª iterada:      0.2812500000
44ª iterada:      0.5625000000
45ª iterada:      0.1250000000
46ª iterada:      0.2500000000
47ª iterada:      0.5000000000
48ª iterada:      0.0000000000
49ª iterada:      0.0000000000
50ª iterada:      0.0000000000
51ª iterada:      0.0000000000
52ª iterada:      0.0000000000
53ª iterada:      0.0000000000
54ª iterada:      0.0000000000
55ª iterada:      0.0000000000
56ª iterada:      0.0000000000
57ª iterada:      0.0000000000
58ª iterada:      0.0000000000
59ª iterada:      0.0000000000
60ª iterada:      0.0000000000
61ª iterada:      0.0000000000
62ª iterada:      0.0000000000
63ª iterada:      0.0000000000
64ª iterada:      0.0000000000
65ª iterada:      0.0000000000
66ª iterada:      0.0000000000
67ª iterada:      0.0000000000
68ª iterada:      0.0000000000
69ª iterada:      0.0000000000
70ª iterada:      0.0000000000
71ª iterada:      0.0000000000
72ª iterada:      0.0000000000
73ª iterada:      0.0000000000
74ª iterada:      0.0000000000
75ª iterada:      0.0000000000
76ª iterada:      0.0000000000
77ª iterada:      0.0000000000
78ª iterada:      0.0000000000
79ª iterada:      0.0000000000
80ª iterada:      0.0000000000
81ª iterada:      0.0000000000
82ª iterada:      0.0000000000
83ª iterada:      0.0000000000
84ª iterada:      0.0000000000
85ª iterada:      0.0000000000
86ª iterada:      0.0000000000
87ª iterada:      0.0000000000
88ª iterada:      0.0000000000
89ª iterada:      0.0000000000
90ª iterada:      0.0000000000
91ª iterada:      0.0000000000
92ª iterada:      0.0000000000
93ª iterada:      0.0000000000
94ª iterada:      0.0000000000
95ª iterada:      0.0000000000
96ª iterada:      0.0000000000
97ª iterada:      0.0000000000
98ª iterada:      0.0000000000
99ª iterada:      0.0000000000
